BINCODE	GO.TERM
7.1.6.1.2	GO:0006082
7.1.6.1.2	GO:0006629
7.1.6.1.2	GO:0006631
7.1.6.1.2	GO:0006633
7.1.6.1.2	GO:0006636
7.1.6.1.2	GO:0006950
7.1.6.1.2	GO:0007275
7.1.6.1.2	GO:0008150
7.1.6.1.2	GO:0008152
7.1.6.1.2	GO:0008610
7.1.6.1.2	GO:0009058
7.1.6.1.2	GO:0009266
7.1.6.1.2	GO:0009409
7.1.6.1.2	GO:0009507
7.1.6.1.2	GO:0009532
7.1.6.1.2	GO:0009536
7.1.6.1.2	GO:0009570
7.1.6.1.2	GO:0009628
7.1.6.1.2	GO:0009631
7.1.6.1.2	GO:0009790
7.1.6.1.2	GO:0009793
7.1.6.1.2	GO:0009987
7.1.6.1.2	GO:0016053
7.1.6.1.2	GO:0016740
7.1.6.1.2	GO:0016746
7.1.6.1.2	GO:0016747
7.1.6.1.2	GO:0019752
7.1.6.1.2	GO:0022414
7.1.6.1.2	GO:0032501
7.1.6.1.2	GO:0032502
7.1.6.1.2	GO:0032787
7.1.6.1.2	GO:0033559
7.1.6.1.2	GO:0043226
7.1.6.1.2	GO:0043227
7.1.6.1.2	GO:0043229
7.1.6.1.2	GO:0043231
7.1.6.1.2	GO:0043436
7.1.6.1.2	GO:0044237
7.1.6.1.2	GO:0044238
7.1.6.1.2	GO:0044249
7.1.6.1.2	GO:0044255
7.1.6.1.2	GO:0044281
7.1.6.1.2	GO:0044283
7.1.6.1.2	GO:0044422
7.1.6.1.2	GO:0044424
7.1.6.1.2	GO:0044434
7.1.6.1.2	GO:0044435
7.1.6.1.2	GO:0044444
7.1.6.1.2	GO:0044446
7.1.6.1.2	GO:0044464
7.1.6.1.2	GO:0046394
7.1.6.1.2	GO:0048856
7.1.6.1.2	GO:0050896
7.1.6.1.2	GO:0071704
7.1.6.1.2	GO:0072330
7.1.6.1.2	GO:1901576
7.1.6.1.3	GO:0003674
7.1.6.1.3	GO:0003824
7.1.6.1.3	GO:0004312
7.1.6.1.3	GO:0004315
7.1.6.1.3	GO:0005575
7.1.6.1.3	GO:0006082
7.1.6.1.3	GO:0006629
7.1.6.1.3	GO:0006631
7.1.6.1.3	GO:0006633
7.1.6.1.3	GO:0008150
7.1.6.1.3	GO:0008152
7.1.6.1.3	GO:0008610
7.1.6.1.3	GO:0009058
7.1.6.1.3	GO:0009507
7.1.6.1.3	GO:0009532
7.1.6.1.3	GO:0009536
7.1.6.1.3	GO:0009570
7.1.6.1.3	GO:0009987
7.1.6.1.3	GO:0016053
7.1.6.1.3	GO:0016740
7.1.6.1.3	GO:0016746
7.1.6.1.3	GO:0016747
7.1.6.1.3	GO:0019752
7.1.6.1.3	GO:0032787
7.1.6.1.3	GO:0033818
7.1.6.1.3	GO:0043226
7.1.6.1.3	GO:0043227
7.1.6.1.3	GO:0043229
7.1.6.1.3	GO:0043231
7.1.6.1.3	GO:0043436
7.1.6.1.3	GO:0044237
7.1.6.1.3	GO:0044238
7.1.6.1.3	GO:0044249
7.1.6.1.3	GO:0044255
7.1.6.1.3	GO:0044281
7.1.6.1.3	GO:0044283
7.1.6.1.3	GO:0044422
7.1.6.1.3	GO:0044424
7.1.6.1.3	GO:0044434
7.1.6.1.3	GO:0044435
7.1.6.1.3	GO:0044444
7.1.6.1.3	GO:0044446
7.1.6.1.3	GO:0044464
7.1.6.1.3	GO:0046394
7.1.6.1.3	GO:0071704
7.1.6.1.3	GO:0072330
7.1.6.1.3	GO:1901576
7.1.6.1.4	GO:0003674
7.1.6.1.4	GO:0003824
7.1.6.1.4	GO:0004312
7.1.6.1.4	GO:0004315
7.1.6.1.4	GO:0005575
7.1.6.1.4	GO:0005739
7.1.6.1.4	GO:0006082
7.1.6.1.4	GO:0006629
7.1.6.1.4	GO:0006631
7.1.6.1.4	GO:0006633
7.1.6.1.4	GO:0008150
7.1.6.1.4	GO:0008152
7.1.6.1.4	GO:0008610
7.1.6.1.4	GO:0009058
7.1.6.1.4	GO:0009668
7.1.6.1.4	GO:0009987
7.1.6.1.4	GO:0010027
7.1.6.1.4	GO:0016043
7.1.6.1.4	GO:0016053
7.1.6.1.4	GO:0016740
7.1.6.1.4	GO:0016746
7.1.6.1.4	GO:0016747
7.1.6.1.4	GO:0019752
7.1.6.1.4	GO:0032787
7.1.6.1.4	GO:0043226
7.1.6.1.4	GO:0043227
7.1.6.1.4	GO:0043229
7.1.6.1.4	GO:0043231
7.1.6.1.4	GO:0043436
7.1.6.1.4	GO:0044237
7.1.6.1.4	GO:0044238
7.1.6.1.4	GO:0044249
7.1.6.1.4	GO:0044255
7.1.6.1.4	GO:0044281
7.1.6.1.4	GO:0044283
7.1.6.1.4	GO:0044424
7.1.6.1.4	GO:0044444
7.1.6.1.4	GO:0044464
7.1.6.1.4	GO:0046394
7.1.6.1.4	GO:0061024
7.1.6.1.4	GO:0071704
7.1.6.1.4	GO:0071840
7.1.6.1.4	GO:0072330
7.1.6.1.4	GO:1901576
7.1.6.2	GO:0000166
7.1.6.2	GO:0003674
7.1.6.2	GO:0003824
7.1.6.2	GO:0004312
7.1.6.2	GO:0004316
7.1.6.2	GO:0005488
7.1.6.2	GO:0005507
7.1.6.2	GO:0005575
7.1.6.2	GO:0006082
7.1.6.2	GO:0006629
7.1.6.2	GO:0006631
7.1.6.2	GO:0006633
7.1.6.2	GO:0008150
7.1.6.2	GO:0008152
7.1.6.2	GO:0008610
7.1.6.2	GO:0009058
7.1.6.2	GO:0009507
7.1.6.2	GO:0009526
7.1.6.2	GO:0009532
7.1.6.2	GO:0009536
7.1.6.2	GO:0009570
7.1.6.2	GO:0009941
7.1.6.2	GO:0009987
7.1.6.2	GO:0016053
7.1.6.2	GO:0016491
7.1.6.2	GO:0016614
7.1.6.2	GO:0016616
7.1.6.2	GO:0016740
7.1.6.2	GO:0016746
7.1.6.2	GO:0016747
7.1.6.2	GO:0019752
7.1.6.2	GO:0031967
7.1.6.2	GO:0031975
7.1.6.2	GO:0032787
7.1.6.2	GO:0036094
7.1.6.2	GO:0043167
7.1.6.2	GO:0043169
7.1.6.2	GO:0043226
7.1.6.2	GO:0043227
7.1.6.2	GO:0043229
7.1.6.2	GO:0043231
7.1.6.2	GO:0043436
7.1.6.2	GO:0044237
7.1.6.2	GO:0044238
7.1.6.2	GO:0044249
7.1.6.2	GO:0044255
7.1.6.2	GO:0044281
7.1.6.2	GO:0044283
7.1.6.2	GO:0044422
7.1.6.2	GO:0044424
7.1.6.2	GO:0044434
7.1.6.2	GO:0044435
7.1.6.2	GO:0044444
7.1.6.2	GO:0044446
7.1.6.2	GO:0044464
7.1.6.2	GO:0046394
7.1.6.2	GO:0046872
7.1.6.2	GO:0046914
7.1.6.2	GO:0048037
7.1.6.2	GO:0050662
7.1.6.2	GO:0051287
7.1.6.2	GO:0055114
7.1.6.2	GO:0071704
7.1.6.2	GO:0072330
7.1.6.2	GO:0097159
7.1.6.2	GO:0102131
7.1.6.2	GO:0102132
7.1.6.2	GO:1901265
7.1.6.2	GO:1901363
7.1.6.2	GO:1901576
7.1.6.4	GO:0003674
7.1.6.4	GO:0003824
7.1.6.4	GO:0004312
7.1.6.4	GO:0004318
7.1.6.4	GO:0005575
7.1.6.4	GO:0005835
7.1.6.4	GO:0006082
7.1.6.4	GO:0006629
7.1.6.4	GO:0006631
7.1.6.4	GO:0006633
7.1.6.4	GO:0008150
7.1.6.4	GO:0008152
7.1.6.4	GO:0008610
7.1.6.4	GO:0009058
7.1.6.4	GO:0009507
7.1.6.4	GO:0009536
7.1.6.4	GO:0009987
7.1.6.4	GO:0016053
7.1.6.4	GO:0016491
7.1.6.4	GO:0016627
7.1.6.4	GO:0016628
7.1.6.4	GO:0016740
7.1.6.4	GO:0016746
7.1.6.4	GO:0016747
7.1.6.4	GO:0019752
7.1.6.4	GO:0032787
7.1.6.4	GO:0032991
7.1.6.4	GO:0043226
7.1.6.4	GO:0043227
7.1.6.4	GO:0043229
7.1.6.4	GO:0043231
7.1.6.4	GO:0043436
7.1.6.4	GO:0044237
7.1.6.4	GO:0044238
7.1.6.4	GO:0044249
7.1.6.4	GO:0044255
7.1.6.4	GO:0044281
7.1.6.4	GO:0044283
7.1.6.4	GO:0044424
7.1.6.4	GO:0044444
7.1.6.4	GO:0044464
7.1.6.4	GO:0046394
7.1.6.4	GO:0055114
7.1.6.4	GO:0071704
7.1.6.4	GO:0072330
7.1.6.4	GO:1901576
7.1.7.1	GO:0003674
7.1.7.1	GO:0003824
7.1.7.1	GO:0004312
7.1.7.1	GO:0004320
7.1.7.1	GO:0005575
7.1.7.1	GO:0006082
7.1.7.1	GO:0006629
7.1.7.1	GO:0006631
7.1.7.1	GO:0006633
7.1.7.1	GO:0008150
7.1.7.1	GO:0008152
7.1.7.1	GO:0008610
7.1.7.1	GO:0009058
7.1.7.1	GO:0009507
7.1.7.1	GO:0009536
7.1.7.1	GO:0009987
7.1.7.1	GO:0016053
7.1.7.1	GO:0016295
7.1.7.1	GO:0016296
7.1.7.1	GO:0016297
7.1.7.1	GO:0016740
7.1.7.1	GO:0016746
7.1.7.1	GO:0016747
7.1.7.1	GO:0016787
7.1.7.1	GO:0016788
7.1.7.1	GO:0016790
7.1.7.1	GO:0019752
7.1.7.1	GO:0032787
7.1.7.1	GO:0043226
7.1.7.1	GO:0043227
7.1.7.1	GO:0043229
7.1.7.1	GO:0043231
7.1.7.1	GO:0043436
7.1.7.1	GO:0044237
7.1.7.1	GO:0044238
7.1.7.1	GO:0044249
7.1.7.1	GO:0044255
7.1.7.1	GO:0044281
7.1.7.1	GO:0044283
7.1.7.1	GO:0044424
7.1.7.1	GO:0044444
7.1.7.1	GO:0044464
7.1.7.1	GO:0046394
7.1.7.1	GO:0071704
7.1.7.1	GO:0072330
7.1.7.1	GO:1901576
7.1.7.2	GO:0000036
7.1.7.2	GO:0003674
7.1.7.2	GO:0003824
7.1.7.2	GO:0004312
7.1.7.2	GO:0005488
7.1.7.2	GO:0005575
7.1.7.2	GO:0006082
7.1.7.2	GO:0006629
7.1.7.2	GO:0006631
7.1.7.2	GO:0006633
7.1.7.2	GO:0008150
7.1.7.2	GO:0008152
7.1.7.2	GO:0008610
7.1.7.2	GO:0009058
7.1.7.2	GO:0009507
7.1.7.2	GO:0009536
7.1.7.2	GO:0009987
7.1.7.2	GO:0016053
7.1.7.2	GO:0016297
7.1.7.2	GO:0016740
7.1.7.2	GO:0016746
7.1.7.2	GO:0016747
7.1.7.2	GO:0016787
7.1.7.2	GO:0016788
7.1.7.2	GO:0016790
7.1.7.2	GO:0019752
7.1.7.2	GO:0032787
7.1.7.2	GO:0043226
7.1.7.2	GO:0043227
7.1.7.2	GO:0043229
7.1.7.2	GO:0043231
7.1.7.2	GO:0043436
7.1.7.2	GO:0044237
7.1.7.2	GO:0044238
7.1.7.2	GO:0044249
7.1.7.2	GO:0044255
7.1.7.2	GO:0044281
7.1.7.2	GO:0044283
7.1.7.2	GO:0044424
7.1.7.2	GO:0044444
7.1.7.2	GO:0044464
7.1.7.2	GO:0044620
7.1.7.2	GO:0046394
7.1.7.2	GO:0048037
7.1.7.2	GO:0051192
7.1.7.2	GO:0071704
7.1.7.2	GO:0072330
7.1.7.2	GO:0140104
7.1.7.2	GO:1901576
7.1.8	GO:0003674
7.1.8	GO:0003824
7.1.8	GO:0005488
7.1.8	GO:0005575
7.1.8	GO:0006082
7.1.8	GO:0006629
7.1.8	GO:0006631
7.1.8	GO:0006633
7.1.8	GO:0008150
7.1.8	GO:0008152
7.1.8	GO:0008610
7.1.8	GO:0009058
7.1.8	GO:0009507
7.1.8	GO:0009536
7.1.8	GO:0009987
7.1.8	GO:0016053
7.1.8	GO:0016491
7.1.8	GO:0016705
7.1.8	GO:0016717
7.1.8	GO:0019752
7.1.8	GO:0032787
7.1.8	GO:0043167
7.1.8	GO:0043169
7.1.8	GO:0043226
7.1.8	GO:0043227
7.1.8	GO:0043229
7.1.8	GO:0043231
7.1.8	GO:0043436
7.1.8	GO:0044237
7.1.8	GO:0044238
7.1.8	GO:0044249
7.1.8	GO:0044255
7.1.8	GO:0044281
7.1.8	GO:0044283
7.1.8	GO:0044424
7.1.8	GO:0044444
7.1.8	GO:0044464
7.1.8	GO:0045300
7.1.8	GO:0046394
7.1.8	GO:0046872
7.1.8	GO:0055114
7.1.8	GO:0071704
7.1.8	GO:0072330
7.1.8	GO:1901576
7.1.9	GO:0005319
7.1.9	GO:0005342
7.1.9	GO:0005575
7.1.9	GO:0006869
7.1.9	GO:0008028
7.1.9	GO:0015245
7.1.9	GO:0015718
7.1.9	GO:0015849
7.1.9	GO:0015908
7.1.9	GO:0016020
7.1.9	GO:0016021
7.1.9	GO:0031224
7.1.9	GO:0044425
7.1.9	GO:0046942
7.1.9	GO:0046943
7.1.9	GO:0055088
7.1.9	GO:1902001
7.1.9	GO:1903825
7.1.9	GO:1905039
7.2.1.1	GO:0000166
7.2.1.1	GO:0003674
7.2.1.1	GO:0003824
7.2.1.1	GO:0004367
7.2.1.1	GO:0005488
7.2.1.1	GO:0005575
7.2.1.1	GO:0005737
7.2.1.1	GO:0005829
7.2.1.1	GO:0005975
7.2.1.1	GO:0006072
7.2.1.1	GO:0006793
7.2.1.1	GO:0006796
7.2.1.1	GO:0008150
7.2.1.1	GO:0008152
7.2.1.1	GO:0009056
7.2.1.1	GO:0009331
7.2.1.1	GO:0009987
7.2.1.1	GO:0016491
7.2.1.1	GO:0016614
7.2.1.1	GO:0016616
7.2.1.1	GO:0019637
7.2.1.1	GO:0032991
7.2.1.1	GO:0036094
7.2.1.1	GO:0044237
7.2.1.1	GO:0044238
7.2.1.1	GO:0044424
7.2.1.1	GO:0044444
7.2.1.1	GO:0044464
7.2.1.1	GO:0046168
7.2.1.1	GO:0046434
7.2.1.1	GO:0048037
7.2.1.1	GO:0050662
7.2.1.1	GO:0051287
7.2.1.1	GO:0052646
7.2.1.1	GO:0055114
7.2.1.1	GO:0071704
7.2.1.1	GO:0097159
7.2.1.1	GO:1901135
7.2.1.1	GO:1901136
7.2.1.1	GO:1901265
7.2.1.1	GO:1901363
7.2.1.1	GO:1901575
7.2.1.1	GO:1902494
7.2.1.1	GO:1990204
7.2.1.2	GO:0003674
7.2.1.2	GO:0003824
7.2.1.2	GO:0004366
7.2.1.2	GO:0005575
7.2.1.2	GO:0006629
7.2.1.2	GO:0006644
7.2.1.2	GO:0006650
7.2.1.2	GO:0006655
7.2.1.2	GO:0006793
7.2.1.2	GO:0006796
7.2.1.2	GO:0008150
7.2.1.2	GO:0008152
7.2.1.2	GO:0008374
7.2.1.2	GO:0008610
7.2.1.2	GO:0008654
7.2.1.2	GO:0009058
7.2.1.2	GO:0009507
7.2.1.2	GO:0009532
7.2.1.2	GO:0009536
7.2.1.2	GO:0009570
7.2.1.2	GO:0009987
7.2.1.2	GO:0016024
7.2.1.2	GO:0016740
7.2.1.2	GO:0016746
7.2.1.2	GO:0016747
7.2.1.2	GO:0019637
7.2.1.2	GO:0043226
7.2.1.2	GO:0043227
7.2.1.2	GO:0043229
7.2.1.2	GO:0043231
7.2.1.2	GO:0044237
7.2.1.2	GO:0044238
7.2.1.2	GO:0044249
7.2.1.2	GO:0044255
7.2.1.2	GO:0044422
7.2.1.2	GO:0044424
7.2.1.2	GO:0044434
7.2.1.2	GO:0044435
7.2.1.2	GO:0044444
7.2.1.2	GO:0044446
7.2.1.2	GO:0044464
7.2.1.2	GO:0045017
7.2.1.2	GO:0046341
7.2.1.2	GO:0046471
7.2.1.2	GO:0046474
7.2.1.2	GO:0046486
7.2.1.2	GO:0071704
7.2.1.2	GO:0090407
7.2.1.2	GO:0102420
7.2.1.2	GO:1901576
7.2.1.3	GO:0003674
7.2.1.3	GO:0003824
7.2.1.3	GO:0003841
7.2.1.3	GO:0005575
7.2.1.3	GO:0006629
7.2.1.3	GO:0006644
7.2.1.3	GO:0006650
7.2.1.3	GO:0006793
7.2.1.3	GO:0006796
7.2.1.3	GO:0008150
7.2.1.3	GO:0008152
7.2.1.3	GO:0008374
7.2.1.3	GO:0008610
7.2.1.3	GO:0008654
7.2.1.3	GO:0009058
7.2.1.3	GO:0009987
7.2.1.3	GO:0016020
7.2.1.3	GO:0016021
7.2.1.3	GO:0016024
7.2.1.3	GO:0016411
7.2.1.3	GO:0016740
7.2.1.3	GO:0016746
7.2.1.3	GO:0016747
7.2.1.3	GO:0019637
7.2.1.3	GO:0031224
7.2.1.3	GO:0042171
7.2.1.3	GO:0044237
7.2.1.3	GO:0044238
7.2.1.3	GO:0044249
7.2.1.3	GO:0044255
7.2.1.3	GO:0044425
7.2.1.3	GO:0045017
7.2.1.3	GO:0046341
7.2.1.3	GO:0046474
7.2.1.3	GO:0046486
7.2.1.3	GO:0071617
7.2.1.3	GO:0071704
7.2.1.3	GO:0090407
7.2.1.3	GO:1901576
7.2.1.4	GO:0000166
7.2.1.4	GO:0003674
7.2.1.4	GO:0003824
7.2.1.4	GO:0003951
7.2.1.4	GO:0004143
7.2.1.4	GO:0005488
7.2.1.4	GO:0005524
7.2.1.4	GO:0006793
7.2.1.4	GO:0006796
7.2.1.4	GO:0006950
7.2.1.4	GO:0006952
7.2.1.4	GO:0007165
7.2.1.4	GO:0007186
7.2.1.4	GO:0007205
7.2.1.4	GO:0008144
7.2.1.4	GO:0008150
7.2.1.4	GO:0008152
7.2.1.4	GO:0009987
7.2.1.4	GO:0016301
7.2.1.4	GO:0016310
7.2.1.4	GO:0016740
7.2.1.4	GO:0016772
7.2.1.4	GO:0016773
7.2.1.4	GO:0017076
7.2.1.4	GO:0030554
7.2.1.4	GO:0032553
7.2.1.4	GO:0032555
7.2.1.4	GO:0032559
7.2.1.4	GO:0035639
7.2.1.4	GO:0036094
7.2.1.4	GO:0043167
7.2.1.4	GO:0043168
7.2.1.4	GO:0044237
7.2.1.4	GO:0050789
7.2.1.4	GO:0050794
7.2.1.4	GO:0050896
7.2.1.4	GO:0065007
7.2.1.4	GO:0097159
7.2.1.4	GO:0097367
7.2.1.4	GO:1901265
7.2.1.4	GO:1901363
7.2.1.5	GO:0003674
7.2.1.5	GO:0003824
7.2.1.5	GO:0005575
7.2.1.5	GO:0005576
7.2.1.5	GO:0005737
7.2.1.5	GO:0005829
7.2.1.5	GO:0006629
7.2.1.5	GO:0006643
7.2.1.5	GO:0006644
7.2.1.5	GO:0006664
7.2.1.5	GO:0006793
7.2.1.5	GO:0006796
7.2.1.5	GO:0008150
7.2.1.5	GO:0008152
7.2.1.5	GO:0008195
7.2.1.5	GO:0008610
7.2.1.5	GO:0008654
7.2.1.5	GO:0009058
7.2.1.5	GO:0009247
7.2.1.5	GO:0009987
7.2.1.5	GO:0016020
7.2.1.5	GO:0016311
7.2.1.5	GO:0016787
7.2.1.5	GO:0016788
7.2.1.5	GO:0016791
7.2.1.5	GO:0019374
7.2.1.5	GO:0019375
7.2.1.5	GO:0019637
7.2.1.5	GO:0042578
7.2.1.5	GO:0044237
7.2.1.5	GO:0044238
7.2.1.5	GO:0044249
7.2.1.5	GO:0044255
7.2.1.5	GO:0044424
7.2.1.5	GO:0044444
7.2.1.5	GO:0044464
7.2.1.5	GO:0046467
7.2.1.5	GO:0048046
7.2.1.5	GO:0071704
7.2.1.5	GO:0090407
7.2.1.5	GO:1901135
7.2.1.5	GO:1901137
7.2.1.5	GO:1901576
7.2.1.5	GO:1903509
7.2.2.10.1	GO:0003674
7.2.2.10.1	GO:0003824
7.2.2.10.1	GO:0004609
7.2.2.10.1	GO:0005575
7.2.2.10.1	GO:0005743
7.2.2.10.1	GO:0006629
7.2.2.10.1	GO:0006644
7.2.2.10.1	GO:0006646
7.2.2.10.1	GO:0006650
7.2.2.10.1	GO:0006793
7.2.2.10.1	GO:0006796
7.2.2.10.1	GO:0008150
7.2.2.10.1	GO:0008152
7.2.2.10.1	GO:0008610
7.2.2.10.1	GO:0008654
7.2.2.10.1	GO:0009058
7.2.2.10.1	GO:0009987
7.2.2.10.1	GO:0016020
7.2.2.10.1	GO:0016829
7.2.2.10.1	GO:0016830
7.2.2.10.1	GO:0016831
7.2.2.10.1	GO:0019637
7.2.2.10.1	GO:0031966
7.2.2.10.1	GO:0043226
7.2.2.10.1	GO:0043227
7.2.2.10.1	GO:0043229
7.2.2.10.1	GO:0043231
7.2.2.10.1	GO:0044237
7.2.2.10.1	GO:0044238
7.2.2.10.1	GO:0044249
7.2.2.10.1	GO:0044255
7.2.2.10.1	GO:0044422
7.2.2.10.1	GO:0044424
7.2.2.10.1	GO:0044425
7.2.2.10.1	GO:0044429
7.2.2.10.1	GO:0044444
7.2.2.10.1	GO:0044446
7.2.2.10.1	GO:0044464
7.2.2.10.1	GO:0045017
7.2.2.10.1	GO:0046337
7.2.2.10.1	GO:0046474
7.2.2.10.1	GO:0046486
7.2.2.10.1	GO:0071704
7.2.2.10.1	GO:0090407
7.2.2.10.1	GO:1901576
7.2.2.10.2	GO:0003674
7.2.2.10.2	GO:0003824
7.2.2.10.2	GO:0004609
7.2.2.10.2	GO:0005488
7.2.2.10.2	GO:0005509
7.2.2.10.2	GO:0005575
7.2.2.10.2	GO:0006629
7.2.2.10.2	GO:0006644
7.2.2.10.2	GO:0006646
7.2.2.10.2	GO:0006650
7.2.2.10.2	GO:0006793
7.2.2.10.2	GO:0006796
7.2.2.10.2	GO:0008150
7.2.2.10.2	GO:0008152
7.2.2.10.2	GO:0008610
7.2.2.10.2	GO:0008654
7.2.2.10.2	GO:0009058
7.2.2.10.2	GO:0009987
7.2.2.10.2	GO:0016020
7.2.2.10.2	GO:0016829
7.2.2.10.2	GO:0016830
7.2.2.10.2	GO:0016831
7.2.2.10.2	GO:0019637
7.2.2.10.2	GO:0043167
7.2.2.10.2	GO:0043169
7.2.2.10.2	GO:0043226
7.2.2.10.2	GO:0043227
7.2.2.10.2	GO:0043229
7.2.2.10.2	GO:0043231
7.2.2.10.2	GO:0044237
7.2.2.10.2	GO:0044238
7.2.2.10.2	GO:0044249
7.2.2.10.2	GO:0044255
7.2.2.10.2	GO:0044422
7.2.2.10.2	GO:0044424
7.2.2.10.2	GO:0044444
7.2.2.10.2	GO:0044446
7.2.2.10.2	GO:0044464
7.2.2.10.2	GO:0045017
7.2.2.10.2	GO:0046337
7.2.2.10.2	GO:0046474
7.2.2.10.2	GO:0046486
7.2.2.10.2	GO:0046872
7.2.2.10.2	GO:0071704
7.2.2.10.2	GO:0090407
7.2.2.10.2	GO:1901576
7.2.2.1.1	GO:0003674
7.2.2.1.1	GO:0003824
7.2.2.1.1	GO:0005488
7.2.2.1.1	GO:0006082
7.2.2.1.1	GO:0008144
7.2.2.1.1	GO:0008150
7.2.2.1.1	GO:0008152
7.2.2.1.1	GO:0009987
7.2.2.1.1	GO:0016829
7.2.2.1.1	GO:0016830
7.2.2.1.1	GO:0016831
7.2.2.1.1	GO:0019752
7.2.2.1.1	GO:0019842
7.2.2.1.1	GO:0030170
7.2.2.1.1	GO:0036094
7.2.2.1.1	GO:0043167
7.2.2.1.1	GO:0043168
7.2.2.1.1	GO:0043436
7.2.2.1.1	GO:0044237
7.2.2.1.1	GO:0044281
7.2.2.1.1	GO:0048037
7.2.2.1.1	GO:0050662
7.2.2.1.1	GO:0070279
7.2.2.1.1	GO:0071704
7.2.2.1.1	GO:0097159
7.2.2.1.1	GO:1901363
7.2.2.1.2	GO:0000166
7.2.2.1.2	GO:0003674
7.2.2.1.2	GO:0003824
7.2.2.1.2	GO:0005488
7.2.2.1.2	GO:0005524
7.2.2.1.2	GO:0006629
7.2.2.1.2	GO:0006644
7.2.2.1.2	GO:0006650
7.2.2.1.2	GO:0006793
7.2.2.1.2	GO:0006796
7.2.2.1.2	GO:0008144
7.2.2.1.2	GO:0008150
7.2.2.1.2	GO:0008152
7.2.2.1.2	GO:0008610
7.2.2.1.2	GO:0008654
7.2.2.1.2	GO:0009058
7.2.2.1.2	GO:0009987
7.2.2.1.2	GO:0016301
7.2.2.1.2	GO:0016310
7.2.2.1.2	GO:0016740
7.2.2.1.2	GO:0016772
7.2.2.1.2	GO:0016773
7.2.2.1.2	GO:0017076
7.2.2.1.2	GO:0019637
7.2.2.1.2	GO:0030554
7.2.2.1.2	GO:0032553
7.2.2.1.2	GO:0032555
7.2.2.1.2	GO:0032559
7.2.2.1.2	GO:0035639
7.2.2.1.2	GO:0036094
7.2.2.1.2	GO:0043167
7.2.2.1.2	GO:0043168
7.2.2.1.2	GO:0044237
7.2.2.1.2	GO:0044238
7.2.2.1.2	GO:0044249
7.2.2.1.2	GO:0044255
7.2.2.1.2	GO:0045017
7.2.2.1.2	GO:0046474
7.2.2.1.2	GO:0046486
7.2.2.1.2	GO:0071704
7.2.2.1.2	GO:0090407
7.2.2.1.2	GO:0097159
7.2.2.1.2	GO:0097367
7.2.2.1.2	GO:1901265
7.2.2.1.2	GO:1901363
7.2.2.1.2	GO:1901576
7.2.2.2	GO:0003674
7.2.2.2	GO:0003824
7.2.2.2	GO:0004306
7.2.2.2	GO:0005575
7.2.2.2	GO:0005739
7.2.2.2	GO:0005741
7.2.2.2	GO:0006629
7.2.2.2	GO:0006644
7.2.2.2	GO:0006646
7.2.2.2	GO:0006650
7.2.2.2	GO:0006793
7.2.2.2	GO:0006796
7.2.2.2	GO:0008150
7.2.2.2	GO:0008152
7.2.2.2	GO:0008610
7.2.2.2	GO:0008654
7.2.2.2	GO:0009058
7.2.2.2	GO:0009987
7.2.2.2	GO:0016020
7.2.2.2	GO:0016021
7.2.2.2	GO:0016740
7.2.2.2	GO:0016772
7.2.2.2	GO:0016779
7.2.2.2	GO:0019637
7.2.2.2	GO:0019867
7.2.2.2	GO:0031090
7.2.2.2	GO:0031224
7.2.2.2	GO:0031300
7.2.2.2	GO:0031301
7.2.2.2	GO:0031306
7.2.2.2	GO:0031307
7.2.2.2	GO:0031966
7.2.2.2	GO:0031968
7.2.2.2	GO:0032592
7.2.2.2	GO:0043226
7.2.2.2	GO:0043227
7.2.2.2	GO:0043229
7.2.2.2	GO:0043231
7.2.2.2	GO:0044237
7.2.2.2	GO:0044238
7.2.2.2	GO:0044249
7.2.2.2	GO:0044255
7.2.2.2	GO:0044422
7.2.2.2	GO:0044424
7.2.2.2	GO:0044425
7.2.2.2	GO:0044429
7.2.2.2	GO:0044444
7.2.2.2	GO:0044446
7.2.2.2	GO:0044455
7.2.2.2	GO:0044464
7.2.2.2	GO:0045017
7.2.2.2	GO:0046337
7.2.2.2	GO:0046474
7.2.2.2	GO:0046486
7.2.2.2	GO:0070567
7.2.2.2	GO:0071704
7.2.2.2	GO:0090407
7.2.2.2	GO:0098573
7.2.2.2	GO:0098588
7.2.2.2	GO:0098805
7.2.2.2	GO:1901576
7.2.2.3	GO:0000234
7.2.2.3	GO:0003674
7.2.2.3	GO:0003824
7.2.2.3	GO:0005575
7.2.2.3	GO:0005737
7.2.2.3	GO:0006629
7.2.2.3	GO:0006644
7.2.2.3	GO:0006650
7.2.2.3	GO:0006656
7.2.2.3	GO:0006793
7.2.2.3	GO:0006796
7.2.2.3	GO:0006807
7.2.2.3	GO:0008150
7.2.2.3	GO:0008152
7.2.2.3	GO:0008168
7.2.2.3	GO:0008170
7.2.2.3	GO:0008610
7.2.2.3	GO:0008654
7.2.2.3	GO:0008757
7.2.2.3	GO:0009058
7.2.2.3	GO:0009987
7.2.2.3	GO:0016740
7.2.2.3	GO:0016741
7.2.2.3	GO:0019637
7.2.2.3	GO:0032259
7.2.2.3	GO:0044237
7.2.2.3	GO:0044238
7.2.2.3	GO:0044249
7.2.2.3	GO:0044255
7.2.2.3	GO:0044424
7.2.2.3	GO:0044464
7.2.2.3	GO:0045017
7.2.2.3	GO:0046470
7.2.2.3	GO:0046474
7.2.2.3	GO:0046486
7.2.2.3	GO:0071704
